LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address,ZCTA5,GEOID,votes_dem,votes_rep,pct_dem_lead
21440850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07719,,"663 E. AURORA ROAD, STE 1",MACEDONIA,OH,44056-1805,Summit,"(41.3142678, -81.5152324)","663 E. AURORA ROAD, STE 1, MACEDONIA, OH 44056-1805",44056,39153-MACEDONIA E,519,338,20.9
21436800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07798,,911 N. MEMORIAL DRIVE,LANCASTER,OH,431301745,Fairfield,"(39.7245064, -82.60908719999999)","911 N. MEMORIAL DRIVE, LANCASTER, OH 431301745",43130,39045-LANCASTER CITY 2-B,301,439,-18.3
21417900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07799,,850 NORTH BRIDGE STREET,CHILLICOTHE,OH,45601,Ross,"(39.3523487, -82.9771233)","850 NORTH BRIDGE STREET, CHILLICOTHE, OH 45601",45601,39141-CHILLICOTHE 3-D,197,359,-28.9
21505950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07861,,30 W. MCKINLEY WAY,POLAND,OH,445141988,Mahoning,"(41.0245983, -80.6160665)","30 W. MCKINLEY WAY, POLAND, OH 445141988",44514,39099-POLAND VLG 1,338,459,-14.9
21444600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07865,,1950 WALES RD. NE,MASSILLON,OH,44646-4110,Stark,"(40.82056499999999, -81.5026597)","1950 WALES RD. NE, MASSILLON, OH 44646-4110",44646,39151-MASSILLON 1-A,263,343,-13
20493450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07877,,7398 WOOSTER PIKE,CINCINNATI,OH,452273834,Hamilton,"(39.1425556, -84.3601549)","7398 WOOSTER PIKE, CINCINNATI, OH 452273834",45227,39061-COLUMBIA G,361,230,21.8
21440250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07884,,1140 NORTH LIMESTONE STREET,SPRINGFIELD,OH,45503,Clark,"(39.9380064, -83.80495549999999)","1140 NORTH LIMESTONE STREET, SPRINGFIELD, OH 45503",45503,39023-SPRINGFIELD CITY 29,317,221,17.5
21458900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07885,,5901 SPRINGBORO PIKE,WEST CARROLLTON,OH,454493249,Montgomery,"(39.6704783, -84.2230397)","5901 SPRINGBORO PIKE, WEST CARROLLTON, OH 454493249",45449,39113-MIAMI B,413,584,-16.8
21413800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07900,,2203 BEECHMONT AVE,CINCINNATI,OH,45230-1518,Hamilton,"(39.0943876, -84.3876739)","2203 BEECHMONT AVE, CINCINNATI, OH 45230-1518",45230,39061-CINCINNATI 01-C,688,410,24.9
21458350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07940,,748 N. STATE STREET,WESTERVILLE,OH,43082,Delaware,"(40.145476, -82.92415299999999)","748 N. STATE STREET, WESTERVILLE, OH 43082",43082,39041-WESTERVILLE CITY G,460,354,12.8
21446900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07941,,1400 MICHIGAN STREET,SIDNEY,OH,453652449,Shelby,"(40.2882611, -84.17662349999999)","1400 MICHIGAN STREET, SIDNEY, OH 453652449",45365,39149-SIDNEY 3-B (09),257,763,-48.7
21422400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07942,,4617 E. MAIN STREET,WHITEHALL,OH,43213-3298,Franklin,"(39.9549179, -82.8755963)","4617 E. MAIN STREET, WHITEHALL, OH 43213-3298",43213,39049-WHITEHALL 3-C,388,167,39.3
21435950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07973,,2110 STRINGTOWN RD,GROVE CITY,OH,431232931,Franklin,"(39.8792708, -83.0591985)","2110 STRINGTOWN RD, GROVE CITY, OH 431232931",43123,39049-GROVE CITY 4-C,380,493,-12.7
21568450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09047,,1000 PARK AVENUE WEST,MANSFIELD,OH,44906,Richland,"(40.7585359, -82.51408459999999)","1000 PARK AVENUE WEST, MANSFIELD, OH 44906",44902,39139-MANSFIELD 5-A,165,307,-29.5
21606550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09073,,20200 VAN AKEN BLVD.,SHAKER HEIGHTS,OH,44122,Cuyahoga,"(41.4648578, -81.537787)","20200 VAN AKEN BLVD., SHAKER HEIGHTS, OH 44122",44122,39035-SHAKER HEIGHTS O,874,137,72.3
21523550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09077,,3390 ELM ROAD N.E.,WARREN,OH,444832614,Trumbull,"(41.26513, -80.78213579999999)","3390 ELM ROAD N.E., WARREN, OH 444832614",44483,39155-WARREN CITY 3L,416,381,4.3
21505300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09093,,5195 N. HAMILTON RD.,COLUMBUS,OH,432301313,Franklin,"(40.0627916, -82.8637746)","5195 N. HAMILTON RD., COLUMBUS, OH 432301313",43230,39049-COLUMBUS 73-D,641,356,28.1
21525650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09120,,859 EAST MAIN STREET,LANCASTER,OH,43130,Fairfield,"(39.7139258, -82.583995)","859 EAST MAIN STREET, LANCASTER, OH 43130",43130,39045-LANCASTER CITY 5-B,182,289,-22.2
21591800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09193,,2615 BRICE ROAD,REYNOLDSBURG,OH,43068,Franklin,"(39.9270655, -82.8319504)","2615 BRICE ROAD, REYNOLDSBURG, OH 43068",43232,39049-COLUMBUS 45-N,317,76,61
21533400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09337,,5815 SECOR ROAD,TOLEDO,OH,43623,Lucas,"(41.7214076, -83.624783)","5815 SECOR ROAD, TOLEDO, OH 43623",43623,39095-TOLEDO 23J,357,400,-5.5
21591350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09346,,9166 STATE ROUTE 43,STREETSBORO,OH,44241,Portage,"(41.2402958, -81.34466379999999)","9166 STATE ROUTE 43, STREETSBORO, OH 44241",44241,39133-STREETSBORO 1-A,192,268,-16.3
21542300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09372,,33760 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain,"(41.4015352, -81.9909522)","33760 CENTER RIDGE ROAD, NORTH RIDGEVILLE, OH 44039",44039,39093-N RIDGEVILLE 2-D,381,540,-17
21546400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09377,,2124 E. STATE STREET,SALEM,OH,44460,Columbiana,"(40.9012207, -80.8311975)","2124 E. STATE STREET, SALEM, OH 44460",44460,39029-SALEM CITY 3-C,133,300,-38.1
21529550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09385,,2012 S. UNION,ALLIANCE,OH,44601,Stark,"(40.9014051, -81.10511989999999)","2012 S. UNION, ALLIANCE, OH 44601",44601,39151-ALLIANCE 3-C,418,481,-6.9
21710350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09407,,14815 MADISON AVENUE,LAKEWOOD,OH,441074009,Cuyahoga,"(41.4769711, -81.8006578)","14815 MADISON AVENUE, LAKEWOOD, OH 441074009",44107,39035-LAKEWOOD 2-I,533,191,46.5
21541650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09409,,10003 FREMONT PIKE,PERRYSBURG,OH,435513330,Wood,"(41.5430184, -83.58769)","10003 FREMONT PIKE, PERRYSBURG, OH 435513330",43551,39173-PERRYSBURG TWP ECKEL,443,432,1.2
21553400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09483,,1829 N. CLINTON STREET,DEFIANCE,OH,435128555,Defiance,"(41.3059161, -84.359664)","1829 N. CLINTON STREET, DEFIANCE, OH 435128555",43512,39039-DEFIANCE CITY 3-D,268,575,-35.7
21626300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09520,,5011 PRINCETON ROAD,LIBERTY TOWNSHIP,OH,450119737,Butler,"(39.3877218, -84.4529901)","5011 PRINCETON ROAD, LIBERTY TOWNSHIP, OH 450119737",45011,39017-LIBERTY TWP 11,575,1078,-30
21557100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09540,,4530 KENNY ROAD,COLUMBUS,OH,432203509,Franklin,"(40.0535717, -83.0488414)","4530 KENNY ROAD, COLUMBUS, OH 432203509",43220,39049-COLUMBUS 59-D,695,189,55.8
21607650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09541,,5555 NEW ALBANY RD.,NEW ALBANY,OH,43054,Franklin,"(40.09803803167204, -82.81829047350597)","5555 NEW ALBANY RD., NEW ALBANY, OH 43054",43054,39049-COLUMBUS 82-G,569,368,21.2
21534950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09577,,7776 COX LANE,WEST CHESTER,OH,45069,Butler,"(39.3534796, -84.3655339)","7776 COX LANE, WEST CHESTER, OH 45069",45069,39017-WEST CHESTER TWP 11,433,562,-12.8
21613050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09636,,6385 BRANCH HILL GUINEA PIKE,LOVELAND,OH,45140,Hamilton,"(39.2284797, -84.2565276)","6385 BRANCH HILL GUINEA PIKE, LOVELAND, OH 45140",45140,39025-MIAMI TWP Q,216,369,-25.9
21637000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09669,,15 S. MAIN STREET,HUBBARD,OH,44425,Trumbull,"(41.1559833, -80.5682678)","15 S. MAIN STREET, HUBBARD, OH 44425",44425,39155-HUBBARD CITY 1A,193,292,-20.2
21720450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09733,,1300 E. 2ND STREET,FRANKLIN,OH,450051898,Warren,"(39.5628423, -84.2770106)","1300 E. 2ND STREET, FRANKLIN, OH 450051898",45005,39165-FRANKLIN CITY F,160,441,-45.9
20085700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09775,,406 MAIN STREET,CINCINNATI,OH,45202-0001,Hamilton,"(39.1006508, -84.50921029999999)","406 MAIN STREET, CINCINNATI, OH 45202-0001",45202,39061-CINCINNATI 06-E,557,212,44.1
21577200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09833,,318 W. PROSPECT ROAD,ASHTABULA,OH,44004,Ashtabula,"(41.8703777, -80.78264759999999)","318 W. PROSPECT ROAD, ASHTABULA, OH 44004",44004,39007-ASHTABULA 4-B,112,86,12.4
21564750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09873,,911 S. MAIN STREET,CENTERVILLE,OH,454585801,Montgomery,"(39.6126449, -84.1609715)","911 S. MAIN STREET, CENTERVILLE, OH 454585801",45458,39113-CENTERVILLE I,551,720,-13.1
21657400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09903,,3800 TIPPECANOE ROAD,YOUNGSTOWN,OH,445113310,Mahoning,"(41.06193220000001, -80.7116422)","3800 TIPPECANOE ROAD, YOUNGSTOWN, OH 445113310",44406,39099-AUSTINTOWN TWP 17,302,405,-14.4
21690300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #09904,,5383 CEMETERY ROAD,HILLIARD,OH,43026-1502,Franklin,"(40.0295374, -83.16029379999999)","5383 CEMETERY ROAD, HILLIARD, OH 43026-1502",43026,39049-HILLIARD 3-A,369,313,8
21555150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10029,,27251 WOLF ROAD,BAY VILLAGE,OH,441402020,Cuyahoga,"(41.484252, -81.92240520000001)","27251 WOLF ROAD, BAY VILLAGE, OH 441402020",44140,39035-BAY VLG 2-C,543,327,24.6
21555550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10032,,8966 BRECKSVILLE ROAD,BRECKSVILLE,OH,44141,Cuyahoga,"(41.31815100000001, -81.6272675)","8966 BRECKSVILLE ROAD, BRECKSVILLE, OH 44141",44141,39035-BRECKSVILLE F,414,436,-2.6
21701500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10050,,6201 E. BROAD STREET,COLUMBUS,OH,43213-5500,Franklin,"(39.9795202, -82.8372195)","6201 E. BROAD STREET, COLUMBUS, OH 43213-5500",43213,39049-COLUMBUS 84-B,692,285,41.1
21673800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10051,,8060 S. MASON MONTGOMERY ROAD,MASON,OH,450409597,Warren,"(39.3216949, -84.3118587)","8060 S. MASON MONTGOMERY ROAD, MASON, OH 450409597",45040,39165-MASON CITY Y,576,545,2.8
21754900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10053,,3141 TREMONT ROAD,UPPER ARLINGTON,OH,432212034,Franklin,"(40.0209519, -83.0616099)","3141 TREMONT ROAD, UPPER ARLINGTON, OH 432212034",43221,39049-UPPER ARLINGTON 3-B,789,431,28.9
21555300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10220,,520 BROADWAY AVENUE,BEDFORD,OH,441462724,Cuyahoga,"(41.3953487, -81.54106589999999)","520 BROADWAY AVENUE, BEDFORD, OH 441462724",44146,39035-BEDFORD 5-A,607,254,40.4
21614450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10222,,2730 BROADWAY,LORAIN,OH,44052,Lorain,"(41.4456105, -82.1656592)","2730 BROADWAY, LORAIN, OH 44052",44055,39093-LORAIN CITY 5-B,354,149,40
21730850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10295,,1321 DELAWARE AVENUE,MARION,OH,433026421,Marion,"(40.5649895, -83.1210294)","1321 DELAWARE AVENUE, MARION, OH 433026421",43302,39101-MARION 4-F,127,222,-25.7
21637850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10327,,1000 E. MAIN STREET,GREENVILLE,OH,453312802,Darke,"(40.1100933, -84.6230559)","1000 E. MAIN STREET, GREENVILLE, OH 453312802",45331,39037-GREENVILLE CITY 4-B,177,518,-48.4
21625300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10328,,7888 YORK ROAD,PARMA,OH,44130,Cuyahoga,"(41.3512819, -81.7604947)","7888 YORK ROAD, PARMA, OH 44130",44130,39035-PARMA 7-A,358,532,-19.3
20527200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10493,,398 ANDERSON FERRY ROAD,CINCINNATI,OH,45238-5695,Hamilton,"(39.0935382, -84.61743299999999)","398 ANDERSON FERRY ROAD, CINCINNATI, OH 45238-5695",45238,39061-DELHI M,256,547,-35.9
21678800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10518,,6707 N. RIDGE ROAD,MADISON,OH,44057,Lake,"(41.8025123, -81.0478552)","6707 N. RIDGE ROAD, MADISON, OH 44057",44057,39085-MADISON TWP E,226,348,-20.6
21708700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10567,,95 W. GARFIELD ROAD,AURORA,OH,44202-6547,Portage,"(41.3171097, -81.3486423)","95 W. GARFIELD ROAD, AURORA, OH 44202-6547",44202,39133-AURORA 6-B,390,397,-0.9
21677250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10569,,2249 YOUNGSTOWN WARREN ROAD,NILES,OH,444464567,Trumbull,"(41.1830002, -80.71771609999999)","2249 YOUNGSTOWN WARREN ROAD, NILES, OH 444464567",44446,39155-WEATHERSFIELD TWP E,244,327,-14.4
21715600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10579,,403 S. MAIN STREET,BRYAN,OH,43506,Williams,"(41.4704604, -84.55028209999999)","403 S. MAIN STREET, BRYAN, OH 43506",43506,39171-BRYAN B - WD2,265,496,-29.5
21751650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10580,,5000 BRANDT PIKE,HUBER HEIGHTS,OH,454246108,Montgomery,"(39.8258888, -84.1217243)","5000 BRANDT PIKE, HUBER HEIGHTS, OH 454246108",45424,39113-HUBER HEIGHTS 5-B,475,533,-5.7
21555000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10710,,20485 EUCLID AVENUE,EUCLID,OH,44117,Cuyahoga,"(41.5670835, -81.5379981)","20485 EUCLID AVENUE, EUCLID, OH 44117",44117,39035-EUCLID 1-E,399,28,86.7
21844100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10784,,144 E. MAIN STREET,RAVENNA,OH,44266,Portage,"(41.157284, -81.2411271)","144 E. MAIN STREET, RAVENNA, OH 44266",44266,39133-RAVENNA 4-A,188,172,4.3
21689500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10810,,764 HEBRON ROAD,HEATH,OH,430561354,Licking,"(40.03068620000001, -82.4379757)","764 HEBRON ROAD, HEATH, OH 430561354",43056,39089-HEATH 1-A,366,685,-30.1
21770050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10868,,1013 N. MAIN STREET,BOWLING GREEN,OH,43402,Wood,"(41.387044, -83.6512181)","1013 N. MAIN STREET, BOWLING GREEN, OH 43402",43402,39173-BOWLING GREEN 4-D,437,379,6.9
21680900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10915,,101 E. SANDUSKY AVENUE,BELLEFONTAINE,OH,433112016,Logan,"(40.3629697, -83.7590281)","101 E. SANDUSKY AVENUE, BELLEFONTAINE, OH 433112016",43311,39091-BELLEFONTAINE 3-A,142,305,-35.4
21722550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #10956,,4 E. LEAGUE STREET,NORWALK,OH,44857-1308,Huron,"(41.2473468, -82.6184763)","4 E. LEAGUE STREET, NORWALK, OH 44857-1308",44857,39077-NORWALK 3-A,128,201,-21.9
21761200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11143,,3009 W. MARKET STREET,FAIRLAWN,OH,443333610,Summit,"(41.1289816, -81.610445)","3009 W. MARKET STREET, FAIRLAWN, OH 443333610",44333,39153-FAIRLAWN 5-A,435,293,19.3
21929850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11145,,9669 SAWMILL PARKWAY,POWELL,OH,43065,Delaware,"(40.1578822, -83.09024079999999)","9669 SAWMILL PARKWAY, POWELL, OH 43065",43065,39041-LIBERTY K,376,494,-13.3
21751600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11158,,1090 NORTHVIEW DRIVE,HILLSBORO,OH,45133,Highland,"(39.2193611, -83.6074201)","1090 NORTHVIEW DRIVE, HILLSBORO, OH 45133",45133,39071-HILLSBORO 1 NE,172,422,-41.3
20789400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11269,,8210 WINTON ROAD,CINCINNATI,OH,452315903,Hamilton,"(39.2164454, -84.5175601)","8210 WINTON ROAD, CINCINNATI, OH 452315903",45231,39061-SPRINGFIELD U,658,397,24.3
21787550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11293,,300 GREENE STREET,MARIETTA,OH,45750,Washington,"(39.4120467, -81.4484256)","300 GREENE STREET, MARIETTA, OH 45750",45750,39167-MARIETTA 2A,393,330,8.5
21988600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11294,,1070 WESTERN AVENUE,CHILLICOTHE,OH,45601-1174,Ross,"(39.3326425, -83.01358429999999)","1070 WESTERN AVENUE, CHILLICOTHE, OH 45601-1174",45601,39141-CHILLICOTHE 1-C,279,348,-10.8
21913300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11510,,2269 N. FAIRFIELD ROAD,BEAVERCREEK,OH,45431-2526,Greene,"(39.7559098, -84.05448120000001)","2269 N. FAIRFIELD ROAD, BEAVERCREEK, OH 45431-2526",45431,39057-BEAVERCREEK 022,546,522,2.2
21701550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11511,,1001 W. STATE STREET,TRENTON,OH,45067,Butler,"(39.4800848, -84.47820399999999)","1001 W. STATE STREET, TRENTON, OH 45067",45067,39017-ST CLAIR TWP 1,154,730,-64.9
21886600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11558,,5644 MAYFIELD ROAD,LYNDHURST,OH,44124,Cuyahoga,"(41.5195741, -81.4762271)","5644 MAYFIELD ROAD, LYNDHURST, OH 44124",44124,39035-LYNDHURST 2-A,625,357,26.8
20112900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11630,,6918 HAMILTON AVE,CINCINNATI,OH,45231,Hamilton,"(39.2183634, -84.54884179999999)","6918 HAMILTON AVE, CINCINNATI, OH 45231",45231,39061-NORTH COLL HILL 4-A,549,257,35.6
21804700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11694,,190 CHESTNUT STREET,COSHOCTON,OH,43812,Coshocton,"(40.2755328, -81.8693017)","190 CHESTNUT STREET, COSHOCTON, OH 43812",43812,39031-COSHOCTON 2-A,194,310,-22.7
21781850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11730,,600 S. MECCA STREET,CORTLAND,OH,44410,Trumbull,"(41.3201267, -80.7317935)","600 S. MECCA STREET, CORTLAND, OH 44410",44410,39155-CORTLAND CITY F,229,344,-20
21913800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11748,,361 EAST WATERLOO ROAD,AKRON,OH,44319,Summit,"(41.0291556, -81.5137166)","361 EAST WATERLOO ROAD, AKRON, OH 44319",44319,39153-AKRON 07-H,457,418,4.4
21902950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11810,,"6701 FRANK AVENUE, N.W.",NORTH CANTON,OH,44720-7268,Stark,"(40.8784627, -81.44188989999999)","6701 FRANK AVENUE, N.W., NORTH CANTON, OH 44720-7268",44720,39151-JACKSON 19,282,312,-4.9
21744550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11846,,1213 N. BARRON STREET,EATON,OH,453201013,Preble,"(39.7580457, -84.63705759999999)","1213 N. BARRON STREET, EATON, OH 453201013",45320,39135-EATON 7,167,463,-46.5
21793250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #11966,,180 COLEMANS XING,MARYSVILLE,OH,43040,Union,"(40.2384746, -83.349372)","180 COLEMANS XING, MARYSVILLE, OH 43040",43040,39159-MARYSVILLE 01,216,410,-30.4
21998300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #12008,,1101 HILL ROAD NORTH,PICKERINGTON,OH,43147-8887,Fairfield,"(39.9104671, -82.7796269)","1101 HILL ROAD NORTH, PICKERINGTON, OH 43147-8887",43147,39045-PICKERINGTON CITY J,357,308,7.3
21917500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #12014,,19980 W. 130TH STREET,STRONGSVILLE,OH,44136,Cuyahoga,"(41.2769432, -81.78584049999999)","19980 W. 130TH STREET, STRONGSVILLE, OH 44136",44136,39035-STRONGSVILLE 2-C,391,481,-10.3
21948900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #12083,,1444 W. 5TH AVE,COLUMBUS,OH,43212,Franklin,"(39.989161, -83.04497940000002)","1444 W. 5TH AVE, COLUMBUS, OH 43212",43212,39049-COLUMBUS 33-G,639,176,55.6
21920500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #12159,,1900 W. STATE STREET,FREMONT,OH,43420,Sandusky,"(41.3570499, -83.1358104)","1900 W. STATE STREET, FREMONT, OH 43420",43420,39143-FREMONT CITY 2-B,192,188,1
