Business_Name,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp,Median_Income_Dollars,Mean_Income_Dollars,Public Address Street,Public Address City,Full Address,Geo,ZCTA5,Places_ID,GEOID
Falcon Health Center Pharmacy,43402,177,54,52.1,"29,656","31,012",,"$56,245.00 ","$79,631.00 ",838 E Wooster St,Bowling Green,"838 E Wooster St, Bowling Green, OH 43402, USA","41.374367799999995,-83.6395368",43402,ChIJ43gqGbILPIgRtw6QI7h3tZg,39173-BOWLING GREEN 3-B
Walgreens Pharmacy,43402,437,379,6.9,"29,656","31,012",,"$56,245.00 ","$79,631.00 ",1013 N Main St,Bowling Green,"1013 N Main St, Bowling Green, OH 43402, USA","41.3870602,-83.6512073",43402,ChIJSXM2GwoLPIgRIH9jjHAtRh8,39173-BOWLING GREEN 4-D
Walgreens Pharmacy,43614,535,256,34.7,"27,881","28,850",,"$57,253.00 ","$71,184.00 ",1910 S Reynolds Rd,Toledo,"1910 S Reynolds Rd, Toledo, OH 43614, USA","41.605234599999996,-83.66528559999999",43614,ChIJP3KtQO15PIgRB1RnloxQCo0,39095-TOLEDO 24E
Kroger Pharmacy,43551,443,432,1.2,"42,242","43,057",83.4,"$91,460.00 ","$132,574.00 ",27322 Carronade Dr,Perrysburg,"27322 Carronade Dr, Perrysburg, OH 43551, USA","41.544933900000004,-83.5983152",43551,ChIJkwONddR3PIgRxaKMygYyFes,39173-PERRYSBURG TWP ECKEL
Monroe Pharmacy,43606,424,196,36,"23,249","24,312",79.3,"$60,308.00 ","$88,150.00 ",4122 Monroe St,Toledo,"4122 Monroe St, Toledo, OH 43606, USA","41.6805495,-83.6034587",43606,ChIJW2Kfz0J_PIgRSfAwrMqSYs4,39095-TOLEDO 12A
Kroger Pharmacy,43566,195,400,-34.1,"7,860","8,151",,"$108,497.00 ","$136,336.00 ",8730 Waterville Swanton Rd,Waterville,"8730 Waterville Swanton Rd, Waterville, OH 43566, USA","41.509119899999995,-83.75026419999999",43566,ChIJ18aE4hxyPIgRDnxQ4PA93bQ,39095-WATERVILLE TWP B
Meijer Pharmacy,43402,254,466,-29,"29,656","31,012",77.4,"$56,245.00 ","$79,631.00 ",2111 E Wooster St,Bowling Green,"2111 E Wooster St, Bowling Green, OH 43402, USA","41.3773761,-83.6073625",43402,ChIJ3SUW0mUKPIgRPE9s8yZs9KU,39173-CENTER TWP
Walgreens Pharmacy,43551,443,432,1.2,"42,242","43,057",83.4,"$91,460.00 ","$132,574.00 ",10003 Fremont Pike,Perrysburg,"10003 Fremont Pike, Perrysburg, OH 43551, USA","41.5430266,-83.58790259999999",43551,ChIJaQAYRSuIO4gRlOUguNZFc8s,39173-PERRYSBURG TWP ECKEL
Kroger Pharmacy,43402,271,145,29.4,"29,656","31,012",77.4,"$56,245.00 ","$79,631.00 ",1094 N Main St,Bowling Green,"1094 N Main St, Bowling Green, OH 43402, USA","41.3912495,-83.64876559999999",43402,ChIJ60M6yQ4LPIgRND0gzHKHAWg,39173-BOWLING GREEN 1-A
Meijer Pharmacy,43460,443,432,1.2,"42,242","43,057",,"$91,460.00 ","$132,574.00 ",10055 Olde,Rossford,"10055 Olde, US-20, Rossford, OH 43460, USA","41.5470628,-83.5887399",43551,ChIJY_4mzyuIO4gRHoSUEYbo1CM,39173-PERRYSBURG TWP ECKEL
Meijer Pharmacy,43537,439,411,3.3,"28,549","29,220",,"$85,919.00 ","$114,669.00 ",1391 Conant St,Maumee,"1391 Conant St, Maumee, OH 43537, USA","41.5791867,-83.66568339999999",43537,ChIJOZYVOlp3PIgRUA_765XSIlA,39095-MAUMEE 01
Westgate Family Pharmacy,43606,695,370,30.2,"23,249","24,312",79.9,"$60,308.00 ","$88,150.00 ",3147 Central Ave,Toledo,"3147 Central Ave, Toledo, OH 43606, USA","41.677046,-83.6205389",43606,ChIJPWTykzt_PIgRn5K-00KuGQU,39095-TOLEDO 12D
CVS Pharmacy,43402,177,54,52.1,"29,656","31,012",,"$56,245.00 ","$79,631.00 ",212 E Wooster St,Bowling Green,"212 E Wooster St, Bowling Green, OH 43402, USA","41.374434799999996,-83.6481871",43402,ChIJz5haHbsLPIgRL0gwANsri6k,39173-BOWLING GREEN 3-B
Kroger Pharmacy,43528,499,414,9.1,"15,183","16,434",,"$92,188.00 ","$124,103.00 ",7059 Orchard Centre Dr,Holland,"7059 Orchard Centre Dr, Holland, OH 43528, USA","41.608271099999996,-83.7096298",43528,ChIJ5eV3f0x6PIgRyb4qQ-8VJqU,39095-SPRINGFIELD 01
Kroger Pharmacy,43558,364,591,-23.4,"12,011","12,787",78.2,"$74,612.00 ","$95,301.00 ",113 E Airport Hwy,Swanton,"113 E Airport Hwy, Swanton, OH 43558, USA","41.5823706,-83.88574179999999",43558,ChIJpSyrB4toPIgRD-9ma6yuyZ0,39051-SWANTON SWANCREEK
Kroger Pharmacy,43614,436,190,38.5,"27,881","28,850",,"$57,253.00 ","$71,184.00 ",2555 Glendale Ave,Toledo,"2555 Glendale Ave, Toledo, OH 43614, USA","41.6113778,-83.60638039999999",43614,ChIJ--7IdW94PIgRPIh9Afh-hRc,39095-TOLEDO 15I
Buderer Drug Co.,43551,464,486,-2.3,"42,242","43,057",80.3,"$91,460.00 ","$132,574.00 ",26611 N Dixie Hwy Ste 119,Perrysburg,"26611 N Dixie Hwy Ste 119, Perrysburg, OH 43551, USA","41.538793999999996,-83.63690989999999",43551,ChIJq05t91V2PIgRtBj3HX90rpc,39173-PERRYSBURG CITY I
Kroger Pharmacy,43537,493,409,9.1,"28,549","29,220",,"$85,919.00 ","$114,669.00 ",1435 S Reynolds Rd,Maumee,"1435 S Reynolds Rd, Maumee, OH 43537, USA","41.5841658,-83.666977",43537,ChIJE4X6sFl3PIgRjtuZaAV0y0w,39095-MAUMEE 08
Meijer Pharmacy,43617,404,404,0,"8,419","8,525",,"$131,935.00 ","$147,702.00 ",7240 Central Ave,Toledo,"7240 Central Ave, Toledo, OH 43617, USA","41.6766438,-83.71804410000001",43617,ChIJFSb9dn18PIgR3UthFolNp9M,39095-SYLVANIA TWP O
Walmart Pharmacy,43402,537,293,28.5,"29,656","31,012",82.2,"$56,245.00 ","$79,631.00 ",131 W Gypsy Lane Rd,Bowling Green,"131 W Gypsy Lane Rd, Bowling Green, OH 43402, USA","41.354110600000006,-83.6522985",43402,ChIJxSZs79wLPIgRP2eaMZe6R64,39173-BOWLING GREEN 3-G
CVS Pharmacy,43614,435,399,4.3,"27,881","28,850",,"$57,253.00 ","$71,184.00 ",2104 S Byrne Rd,Toledo,"2104 S Byrne Rd, Toledo, OH 43614, USA","41.6016579,-83.6262381",43614,ChIJW6eMozd4PIgR0EaadkIrAu8,39095-TOLEDO 07G
CVS Pharmacy,43460,343,432,-11.2,"42,242","43,057",,"$91,460.00 ","$132,574.00 ",9666 US-20,Rossford,"9666 US-20, Rossford, OH 43460, USA","41.5434033,-83.5799509",43551,ChIJ-U34vjKIO4gRjwRhqrXVy2c,39173-PERRYSBURG TWP GLENWOOD
HealthyRX Pharmacy,43614,265,236,5.7,"27,881","28,850",77.8,"$57,253.00 ","$71,184.00 ",3188 S Byrne Rd,Toledo,"3188 S Byrne Rd, Toledo, OH 43614, USA","41.5898026,-83.6158426",43614,ChIJlQ5gEmV5PIgR4lABY7awMQc,39095-TOLEDO 07I
The Drug Store of Perrysburg,43551,464,486,-2.3,"42,242","43,057",81.2,"$91,460.00 ","$132,574.00 ",580 Craig Dr #12,Perrysburg,"580 Craig Dr #12, Perrysburg, OH 43551, USA","41.5372711,-83.63326339999999",43551,ChIJmw2pSlZ2PIgRxafNwcdIi_g,39173-PERRYSBURG CITY I
Kroger Pharmacy,43615,473,260,28.7,"38,475","40,653",,"$58,466.00 ","$79,926.00 ",2257 N Holland Sylvania Rd,Toledo,"2257 N Holland Sylvania Rd, Toledo, OH 43615, USA","41.662527499999996,-83.6843129",43615,ChIJ8WhyNfl7PIgRqtAyUS3plh0,39095-TOLEDO 05J
Genoa Healthcare,43402,271,145,29.4,"29,656","31,012",77.4,"$56,245.00 ","$79,631.00 ",1010 N Prospect St #56,Bowling Green,"1010 N Prospect St #56, Bowling Green, OH 43402, USA","41.386108199999995,-83.64839219999999",43402,ChIJfeqRtdULPIgRSuF12Nqj1D8,39173-BOWLING GREEN 1-A
Community Discount Pharmacy,43614,608,179,53.4,"27,881","28,850",,"$57,253.00 ","$71,184.00 ",2121 S Reynolds Rd,Toledo,"2121 S Reynolds Rd, Toledo, OH 43614, USA","41.601374299999996,-83.6638906",43614,ChIJU0hZvPl5PIgRyI3KOplkZO0,39095-TOLEDO 24K
Ryan Pharmacy and Orthopedic Supply,43607,262,43,71.3,"18,647","19,809",,"$37,442.00 ","$49,920.00 ",3340 Dorr St,Toledo,"3340 Dorr St, Toledo, OH 43607, USA","41.6532117,-83.6233206",43607,ChIJETIaW8V4PIgRuAg0cBlPtu4,39095-TOLEDO 06F
Toledo Hospital Outpatient Pharmacy,43606,511,140,56,"23,249","24,312",78.8,"$60,308.00 ","$88,150.00 ",2142 N Cove Blvd,Toledo,"2142 N Cove Blvd, Toledo, OH 43606, USA","41.67217,-83.59523639999999",43606,ChIJD4e-4oV_PIgR-39heVdqPgA,39095-TOLEDO 12C
Walmart Pharmacy,43614,436,190,38.5,"27,881","28,850",,"$57,253.00 ","$71,184.00 ",2925 Glendale Ave,Toledo,"2925 Glendale Ave, Toledo, OH 43614, USA","41.6098686,-83.6125593",43614,ChIJfYhe2Gl4PIgRZftq0ZcQ7Bs,39095-TOLEDO 15I
Walmart Pharmacy,43551,441,432,1,"42,242","43,057",78.8,"$91,460.00 ","$132,574.00 ",10392 Fremont Pike,Perrysburg,"10392 Fremont Pike, Perrysburg, OH 43551, USA","41.5497532,-83.5932431",43551,ChIJ13fCNdZ3PIgRtd7orBJd8ho,39173-PERRYSBURG CITY T
AllCare Pharmacy,43537,443,413,3.4,"28,549","29,220",82.7,"$85,919.00 ","$114,669.00 ",1627 Henthorne Dr,Maumee,"1627 Henthorne Dr, Maumee, OH 43537, USA","41.610945199999996,-83.68755379999999",43537,ChIJh0GTCYtoPIgROJ_S5SNekCc,39095-SPRINGFIELD 06
Walgreens Pharmacy,43613,375,234,22.8,"29,062","30,597",80.4,"$63,425.00 ","$73,506.00 ",4580 Monroe St,Toledo,"4580 Monroe St, Toledo, OH 43613, USA","41.6897719,-83.6224513",43613,ChIJXfQM6RB_PIgR_jzRd8PIqn4,39095-TOLEDO 21E
Pharmacy Counter- Promedica Home Medical Equipment,43606,343,76,62.8,"23,249","24,312",73,"$60,308.00 ","$88,150.00 ",2655 Central Ave,Toledo,"2655 Central Ave, Toledo, OH 43606, USA","41.676526599999995,-83.6068208",43606,ChIJAQAAsFl_PIgRh66aBM2wDHI,39095-TOLEDO 12H
Anson Pharmacy,43450,305,439,-17.7,"3,368","3,575",82.3,"$80,208.00 ","$96,609.00 ",209 Bierley Ave,Pemberville,"209 Bierley Ave, Pemberville, OH 43450, USA","41.4140301,-83.4547584",43450,ChIJRWwKTHDzO4gRz6aJ1vLqLMo,39173-FREEDOM TWP PEMBERVILLE
Harness Health Pharmacy - Perrsyburg,43551,464,486,-2.3,"42,242","43,057",80.3,"$91,460.00 ","$132,574.00 ",12623 Eckel Junction Rd,Perrysburg,"12623 Eckel Junction Rd, Perrysburg, OH 43551, USA","41.5351955,-83.6376358",43551,ChIJaRqPKdd3PIgRArvNJ72UaLo,39173-PERRYSBURG CITY I
Walgreens Pharmacy,43605,195,148,13.5,"21,639","24,345",70.9,"$36,389.00 ","$45,857.00 ",925 Woodville Rd,Toledo,"925 Woodville Rd, Toledo, OH 43605, USA","41.6355558,-83.5162367",43605,ChIJmyH1SZiGO4gRQLIPOT6iDCw,39095-TOLEDO 18F
"Karla M. Staton, RPh",43609,149,73,33.6,"18,878","20,477",70.1,"$42,510.00 ","$50,453.00 ",1605 Broadway St,Toledo,"1605 Broadway St, Toledo, OH 43609, USA","41.630291299999996,-83.55634",43609,ChIJ8aoYLhuHO4gR_nvpOWHjA2w,39095-TOLEDO 17E
Kahler Pharmacy,43609,454,165,46,"18,878","20,477",,"$42,510.00 ","$50,453.00 ",1941 Airport Hwy,Toledo,"1941 Airport Hwy, Toledo, OH 43609, USA","41.6328244,-83.5914148",43609,ChIJI_m9u2KHO4gRFVkDgP_9Tbw,39095-TOLEDO 15D
James Pharmacy,43604,298,57,65.3,"8,738","9,320",62.5,"$18,980.00 ","$40,771.00 ",623 Lagrange St,Toledo,"623 Lagrange St, Toledo, OH 43604, USA","41.6594584,-83.5281976",43604,ChIJC6YuoEqBO4gRFQruGxz0nC8,39095-TOLEDO 02E
Walgreens Pharmacy,43616,401,435,-4,"19,303","20,066",73.9,"$82,105.00 ","$101,408.00 ",2562 Navarre Ave,Oregon,"2562 Navarre Ave, Oregon, OH 43616, USA","41.636103299999995,-83.4871379",43616,ChIJm70kYBWEO4gRG-5SRhaLh-o,39095-OREGON 08
CVS Pharmacy,43420,236,203,7.3,"27,121","29,012",74.9,"$62,802.00 ","$76,882.00 ",600 E State St,Fremont,"600 E State St, Fremont, OH 43420, USA","41.3453752,-83.10365209999999",43420,ChIJQzVVj0jGO4gRny5S4ca6AFk,39143-FREMONT CITY 3-A
MedX Pharmacy,43616,341,283,9.1,"19,303","20,066",80.3,"$82,105.00 ","$101,408.00 ",3021 Navarre Ave,Oregon,"3021 Navarre Ave, Oregon, OH 43616, USA","41.637293199999995,-83.47579499999999",43616,ChIJKY8ld2iFO4gRFp_xeqmIupw,39095-OREGON 13
NOMS Fremont Family Medicine,43420,303,414,-15.2,"27,121","29,012",79.9,"$62,802.00 ","$76,882.00 ",1479 N River Rd,Fremont,"1479 N River Rd, Fremont, OH 43420, USA","41.366273899999996,-83.0849144",43420,ChIJq6oa09vHO4gRyx1SLZ8xKDw,39143-FREMONT CITY 3-B
Kroger Pharmacy,43420,192,188,1,"27,121","29,012",75.2,"$62,802.00 ","$76,882.00 ",1700 Cedar St,Fremont,"1700 Cedar St, Fremont, OH 43420, USA","41.364419999999996,-83.13311",43420,ChIJsVVDRiDHO4gRMMRjothgn0w,39143-FREMONT CITY 2-B
Genoa Healthcare,43605,226,136,24.5,"21,639","24,345",70.8,"$36,389.00 ","$45,857.00 ",1425 Starr Ave,Toledo,"1425 Starr Ave, Toledo, OH 43605, USA","41.6438208,-83.5103018",43605,ChIJGakEeeyHO4gRY3170CuDEUk,39095-TOLEDO 19D
Meijer Pharmacy,43616,316,244,12.6,"19,303","20,066",73.9,"$82,105.00 ","$101,408.00 ",1725 S Wheeling St,Oregon,"1725 S Wheeling St, Oregon, OH 43616, USA","41.6186377,-83.4833797",43616,ChIJTZEHUkqEO4gROYunQBP9Bg4,39095-OREGON 11
Prescriptions Only,43616,401,435,-4,"19,303","20,066",73.9,"$82,105.00 ","$101,408.00 ",2562 Navarre Ave,Oregon,"2562 Navarre Ave, Oregon, OH 43616, USA","41.6360886,-83.4871321",43616,ChIJF5_OYRWEO4gRKu8B6FhgYNQ,39095-OREGON 08
Harness Health Pharmacy - St. Charles,43616,316,244,12.6,"19,303","20,066",73.9,"$82,105.00 ","$101,408.00 ",2600 Navarre Ave,Oregon,"2600 Navarre Ave, Oregon, OH 43616, USA","41.6354135,-83.4844489",43616,ChIJ16AQPP2FO4gRnlLOIfBNFiQ,39095-OREGON 11
Gibsonburg pharmacy inc,43416,343,459,-14.2,"2,800","2,838",80.3,"$86,034.00 ","$89,414.00 ",350 Rice St,Elmore,"350 Rice St, Elmore, OH 43416, USA","41.475214,-83.295103",43416,ChIJ5dFWhA2VO4gRUTMK9fsdcdY,39123-HARRIS 1 (ELMORE)
Genoa Healthcare,43607,306,15,89.8,"18,647","19,809",65.3,"$37,442.00 ","$49,920.00 ",905 Nebraska Ave suite q,Toledo,"905 Nebraska Ave suite q, Toledo, OH 43607, USA","41.6452381,-83.5658933",43607,ChIJecR3sj6HO4gRfHx4uTH93Xk,39095-TOLEDO 14A
Harness Health Pharmacy - St. Vincent,43608,377,17,90,"12,266","13,529",,"$28,535.00 ","$41,070.00 ",2213 Cherry St,Toledo,"2213 Cherry St, Toledo, OH 43608, USA","41.6686741,-83.5428309",43608,ChIJT_CNvQyBO4gR1O4Y3IZF3UM,39095-TOLEDO 08F
Walgreens Pharmacy,43420,192,188,1,"27,121","29,012",75.2,"$62,802.00 ","$76,882.00 ",1900 W State St,Fremont,"1900 W State St, Fremont, OH 43420, USA","41.3569805,-83.1360247",43420,ChIJ__8PhB3HO4gRWTdYzsjJIW8,39143-FREMONT CITY 2-B
Walmart Pharmacy,43420,224,469,-34.7,"27,121","29,012",84.1,"$62,802.00 ","$76,882.00 ",2052 OH-53,Fremont,"2052 OH-53, Fremont, OH 43420, USA","41.3746432,-83.1198285",43420,ChIJV0CUy6DHO4gRfhKuG2zw5Lo,39143-SANDUSKY D
Kroger Pharmacy,43616,341,283,9.1,"19,303","20,066",80.3,"$82,105.00 ","$101,408.00 ",3301 Navarre Ave,Oregon,"3301 Navarre Ave, Oregon, OH 43616, USA","41.6383705,-83.46995299999999",43616,ChIJ5R-U0maEO4gRouQpq_2e8Jw,39095-OREGON 13
Lagrange Pharmacy,43608,239,50,63.4,"12,266","13,529",,"$28,535.00 ","$41,070.00 ",3250 Lagrange St,Toledo,"3250 Lagrange St, Toledo, OH 43608, USA","41.682079099999996,-83.541708",43608,ChIJR-ovniKBO4gRLSlunsY0wZg,39095-TOLEDO 04C
Promedica Physician Marshall Family Medicine,43460,317,371,-7.8,"5,838","6,157",80.5,"$70,547.00 ","$92,995.00 ",1215 Grassy Ln,Rossford,"1215 Grassy Ln, Rossford, OH 43460, USA","41.59005500000001,-83.568383",43460,ChIJq6o6J92HO4gRt3gNjKpAaw0,39173-ROSSFORD I
Harness Health Pharmacy - Franklin Avenue,43608,377,17,90,"4,641","4,891",,"$21,405.00 ","$55,640.00 ",2213 Franklin Ave,Toledo,"2213 Franklin Ave, Toledo, OH 43608, USA","41.6644698,-83.5458688",43620,ChIJ9UBpsWyBO4gRIdPwCVhB6rg,39095-TOLEDO 08F
Junction Health-Mart Pharmacy,43607,320,11,91.4,"18,647","19,809",70.3,"$37,442.00 ","$49,920.00 ",1339 Dorr St Unit A,Toledo,"1339 Dorr St Unit A, Toledo, OH 43607, USA","41.6526,-83.576331",43607,ChIJVVVFM0-HO4gRdKIfakpwpJo,39095-TOLEDO 14C
Kroger Pharmacy,44870,256,296,-7.1,"36,600","38,988",68.9,"$58,797.00 ","$75,184.00 ",226 E Perkins Ave,Sandusky,"226 E Perkins Ave, Sandusky, OH 44870, USA","41.4313538,-82.6948268",44870,ChIJAznykWlGOogR5kLXfMKLoHM,39043-PERKINS TWP 04
Meijer Pharmacy,44870,391,623,-22.5,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",4702 Milan Rd,Sandusky,"4702 Milan Rd, Sandusky, OH 44870, USA","41.4115062,-82.6630978",44870,ChIJZQIFt9hGOogRfwefXTLMz8o,39043-PERKINS TWP 02
Kroger Pharmacy,43452,239,487,-33.7,"13,230","13,920",,"$63,815.00 ","$97,158.00 ",2028 E Harbor Rd,Port Clinton,"2028 E Harbor Rd, Port Clinton, OH 43452, USA","41.5139687,-82.9023654",43452,ChIJh7i51DNNOogRIdcsMYtJ78s,39123-PORTAGE 1
CVS Pharmacy,44870,391,623,-22.5,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",4020 Milan Rd,Sandusky,"4020 Milan Rd, Sandusky, OH 44870, USA","41.420975299999995,-82.6736861",44870,ChIJMximHelGOogRMlSxlmEZJlU,39043-PERKINS TWP 02
Discount Drug Mart,44870,256,296,-7.1,"36,600","38,988",68.9,"$58,797.00 ","$75,184.00 ",3700 Milan Rd,Sandusky,"3700 Milan Rd, Sandusky, OH 44870, USA","41.423147199999995,-82.67830819999999",44870,ChIJGXz-K2FGOogRTFV7matiWIE,39043-PERKINS TWP 04
CVS Pharmacy,44870,481,276,26.6,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",513 E Monroe St,Sandusky,"513 E Monroe St, Sandusky, OH 44870, USA","41.452748799999995,-82.70159620000001",44870,ChIJ8e61egdFOogRTGtwJrx1iiM,39043-SANDUSKY G
Walmart Pharmacy,44870,302,399,-13.7,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",5500 Milan Rd Suite 200,Sandusky,"5500 Milan Rd Suite 200, Sandusky, OH 44870, USA","41.404803099999995,-82.6556628",44870,ChIJWbWvE9hGOogRJZywyJQKuKQ,39043-PERKINS TWP 03
Walmart Pharmacy,43452,239,487,-33.7,"13,230","13,920",,"$63,815.00 ","$97,158.00 ",2826 E Harbor Rd,Port Clinton,"2826 E Harbor Rd, Port Clinton, OH 43452, USA","41.5199291,-82.863221",43452,ChIJsbcm6J9NOogRl2FhGbE2uhs,39123-PORTAGE 1
Buderer Drug Co.,44870,481,276,26.6,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",633 Hancock St,Sandusky,"633 Hancock St, Sandusky, OH 44870, USA","41.451319,-82.705257",44870,ChIJ2wuP89hFOogRKObK4ZCFHIw,39043-SANDUSKY G
Magruder Hospital Retail Pharmacy,43452,313,388,-10.5,"13,230","13,920",77.7,"$63,815.00 ","$97,158.00 ",615 Fulton St Suite 100,Port Clinton,"615 Fulton St Suite 100, Port Clinton, OH 43452, USA","41.5062381,-82.9314196",43452,ChIJwTYCqoezO4gR5-3wkFGaEak,39123-PORT CLINTON 3A
Discount Drug Mart Pharmacy Sandusky #14,44870,256,296,-7.1,"36,600","38,988",68.9,"$58,797.00 ","$75,184.00 ",3700 Milan Rd,Sandusky,"3700 Milan Rd, Sandusky, OH 44870, USA","41.4232149,-82.6782346",44870,ChIJjcF2NFZHOogRorSzJRXIZSQ,39043-PERKINS TWP 04
Sam's Club Pharmacy,44870,391,623,-22.5,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",614 Crossings Rd,Sandusky,"614 Crossings Rd, Sandusky, OH 44870, USA","41.400371,-82.6665541",44870,ChIJF5Vr5iNHOogR0ri1CN6xqTQ,39043-PERKINS TWP 02
Magruder Pharmacy at Bassetts,43452,239,487,-33.7,"13,230","13,920",,"$63,815.00 ","$97,158.00 ",3994 E Harbor Rd Suite B,Port Clinton,"3994 E Harbor Rd Suite B, Port Clinton, OH 43452, USA","41.522731,-82.8564657",43452,ChIJwROlcwBNOogRlVGVCIJJsEc,39123-PORTAGE 1
ProMedica Pharmacy Medication Management - Fremont,43420,168,278,-24.3,"27,121","29,012",82.3,"$62,802.00 ","$76,882.00 ",715 S Taft Ave,Fremont,"715 S Taft Ave, Fremont, OH 43420, USA","41.3395073,-83.1349326",43420,ChIJSVTKiDnHO4gRpGkAx63fIT4,39143-BALLVILLE C
Community Markets Oak Harbor Pharmacy,43449,163,317,-31.3,"7,616","7,967",76.7,"$71,496.00 ","$83,329.00 ",279 W Water St,Oak Harbor,"279 W Water St, Oak Harbor, OH 43449, USA","41.5074263,-83.149405",43449,ChIJn2FfEvu7O4gRsjqJHNlgKls,39123-SALEM 3 (OAK HARBOR)
Noms Family Practice,43410,190,419,-36.5,"10,003","10,264",75.3,"$54,635.00 ","$78,969.00 ",112 Independence Way Suite 110,Clyde,"112 Independence Way Suite 110, Clyde, OH 43410, USA","41.304220099999995,-82.975192",43410,ChIJqWh1sQvMO4gRX5ZQmtc6dd4,39143-CLYDE CITY A
Community Markets,43449,163,317,-31.3,"7,616","7,967",76.7,"$71,496.00 ","$83,329.00 ",279 W Water St,Oak Harbor,"279 W Water St, Oak Harbor, OH 43449, USA","41.5075645,-83.1491241",43449,ChIJn7omA5q7O4gRtl1kpaMo86Q,39123-SALEM 3 (OAK HARBOR)
CVS Photo,44870,481,276,26.6,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",513 E Monroe St,Sandusky,"513 E Monroe St, Sandusky, OH 44870, USA","41.452919,-82.7016694",44870,ChIJiXqbBehFOogRlNl6XbhpkBc,39043-SANDUSKY G
Leis Ashley M,43452,239,487,-33.7,"13,230","13,920",,"$63,815.00 ","$97,158.00 ",2028 E Harbor Rd,Port Clinton,"2028 E Harbor Rd, Port Clinton, OH 43452, USA","41.5139545,-82.9022464",43452,ChIJh7i51DNNOogRe6oMdLGgwkk,39123-PORTAGE 1
McKeen Pharmacy,44870,385,217,27.2,"36,600","38,988",,"$58,797.00 ","$75,184.00 ",149 E Water St,Sandusky,"149 E Water St, Sandusky, OH 44870, USA","41.4578278,-82.7113512",44870,ChIJh2qGKDxFOogR3nUMC8YJwIo,39043-SANDUSKY H
The Little Clinic,44870,256,296,-7.1,"36,600","38,988",68.9,"$58,797.00 ","$75,184.00 ",226 E Perkins Ave,Sandusky,"226 E Perkins Ave, Sandusky, OH 44870, USA","41.4316318,-82.6954423",44870,ChIJdcWuPmFGOogRoXX99MOQWuk,39043-PERKINS TWP 04
COVID-19 Drive-Thru Testing at Walgreens,43420,192,188,1,"27,121","29,012",75.2,"$62,802.00 ","$76,882.00 ",1900 W State St,Fremont,"1900 W State St, Fremont, OH 43420, USA","41.3570839,-83.1357914",43420,ChIJ__8PhB3HO4gRwLjrBNRDMJk,39143-FREMONT CITY 2-B
Home & Pharmacy,44053,657,484,15,"19,554","21,025",,"$65,332.00 ","$81,259.00 ",,Lorain,"Lorain, OH 44053, USA","41.4296635,-82.2077261",44053,ChIJYfS95vCdMIgRqXlYw4T5Pqk,39093-LORAIN CITY 8-B
Pharmacy,44035,506,475,3.1,"57,020","61,432",,"$54,362.00 ","$70,012.00 ",110 Chestnut Commons Dr,Elyria,"110 Chestnut Commons Dr, Elyria, OH 44035, USA","41.3440296,-82.06694639999999",44035,ChIJlz8DwmuYMIgR9u56D3haUJ8,39093-ELYRIA CITY 3-A
Mercy Health - Lorain Hospital,44053,272,206,13.5,"19,554","21,025",,"$65,332.00 ","$81,259.00 ",3700 Kolbe Rd,Lorain,"3700 Kolbe Rd, Lorain, OH 44053, USA","41.435939399999995,-82.2372774",44053,ChIJ09hU2Wp2OogRmKZEF6sZjlo,39093-LORAIN CITY 8-E
Walgreens Pharmacy,44035,369,371,-0.3,"57,020","61,432",72.8,"$54,362.00 ","$70,012.00 ",100 Cleveland St,Elyria,"100 Cleveland St, Elyria, OH 44035, USA","41.3733849,-82.0936713",44035,ChIJKVtVagOZMIgR13i6hmXg1Ss,39093-ELYRIA CITY 7-C
Meijer Pharmacy,44053,708,667,2.9,"19,554","21,025",,"$65,332.00 ","$81,259.00 ",5350 N Leavitt Rd,Lorain,"5350 N Leavitt Rd, Lorain, OH 44053, USA","41.419593899999995,-82.2118024",44053,ChIJl7SqB3WdMIgRM-upvuBZgEg,39093-LORAIN CITY 8-F
Discount Drug Mart Pharmacy,44035,345,428,-10.6,"57,020","61,432",79,"$54,362.00 ","$70,012.00 ",500 Abbe Rd N,Elyria,"500 Abbe Rd N, Elyria, OH 44035, USA","41.387878799999996,-82.078813",44035,ChIJdenSEqKZMIgRxpSF4Zp_XyI,39093-ELYRIA CITY 4-B
Walgreens Pharmacy,44053,469,353,13.8,"19,554","21,025",77.3,"$65,332.00 ","$81,259.00 ",5411 N Leavitt Rd,Lorain,"5411 N Leavitt Rd, Lorain, OH 44053, USA","41.4192809,-82.2083112",44053,ChIJBbD3yf2dMIgRk5_rgEqBXJA,39093-LORAIN CITY 4-A
Walgreens Pharmacy,44052,354,149,40,"17,815","19,867",,"$36,603.00 ","$49,833.00 ",2730 Broadway,Lorain,"2730 Broadway, Lorain, OH 44052, USA","41.4456075,-82.1657146",44055,ChIJedpbilGcMIgRHw3Wwn1VSnM,39093-LORAIN CITY 5-B
