Business_Name,Address,Geo,Operational_Status,Places_ID
Cleveland Clinic Twinsburg Ambulatory Pharmacy,"8701 Darrow Rd, Twinsburg, OH 44087, USA","41.302484199999995,-81.4378239",OPERATIONAL,ChIJFVgEHkgfMYgRmhMhLLTQmAg
Modern Pharmacy Consultants,"907 W Aurora Rd, Northfield, OH 44067, USA","41.3157596,-81.5714072",OPERATIONAL,ChIJu32Vke3gMIgRv4U-l19cFvI
CVS Pharmacy,"10085 Darrow Rd, Twinsburg, OH 44087, USA","41.340379,-81.4390146",OPERATIONAL,ChIJyeRS1sceMYgRQOMLfPfcSQA
Walgreens Pharmacy,"663 E Aurora Rd, Macedonia, OH 44056, USA","41.3143999,-81.51537900000001",OPERATIONAL,ChIJS1ceotgfMYgR_xYcY-RgFnY
Walgreens Pharmacy,"95 W Garfield Rd, Aurora, OH 44202, USA","41.317244699999996,-81.34877",OPERATIONAL,ChIJb94b59IZMYgRNGmM0KX5DBA
Edgepark,"1810 Summit Commerce Park, Twinsburg, OH 44087, USA","41.286189799999995,-81.4507299",OPERATIONAL,ChIJuaRxh2AfMYgRQ8kUC5rTSVM
Walmart Pharmacy,"8160 Macedonia Commons Blvd, Macedonia, OH 44056, USA","41.310137499999996,-81.5195262",OPERATIONAL,ChIJiwBZZiDgMIgREDbULhqyVnE
CVS Pharmacy,"2160 Lee Rd, Cleveland Heights, OH 44118, USA","41.5004857,-81.56576600000001",OPERATIONAL,ChIJ0b4w-1H8MIgRxi-yi-FEPR0
Walgreens Pharmacy,"520 Broadway Ave, Bedford, OH 44146, USA","41.395347699999995,-81.5409974",OPERATIONAL,ChIJC1A10EPiMIgR9rYZfXrLAgw
GEM Edwards Pharmacy,"5640 Hudson Industrial Pkwy, Hudson, OH 44236, USA","41.214966499999996,-81.4292545",OPERATIONAL,ChIJ96rzo1ghMYgR5sbWqzlGk2w
Walgreens Pharmacy,"5644 Mayfield Rd, Lyndhurst, OH 44124, USA","41.519464899999996,-81.4761892",OPERATIONAL,ChIJDYeG9CsCMYgRwXYk6QMBAog
Walgreens Pharmacy,"6270 SOM Ctr Rd, Solon, OH 44139, USA","41.3889901,-81.43870799999999",OPERATIONAL,ChIJvZBM2HEcMYgRNzmoU1AB-Bk
Walgreens Pharmacy,"2086 Graham Rd, Stow, OH 44224, USA","41.166377999999995,-81.4392519",OPERATIONAL,ChIJhUetnYgmMYgRDcgUgwpWXi4
Walgreens Pharmacy,"3020 Mayfield Rd, Cleveland Heights, OH 44118, USA","41.5142175,-81.5722073",OPERATIONAL,ChIJs4tKtDn8MIgRi6Cz3Lvk0Yg
CVS Pharmacy,"33840 Aurora Rd, Solon, OH 44139, USA","41.3847568,-81.438159",OPERATIONAL,ChIJsf-1YnIcMYgR2sJUDmzxR0w
CVS Pharmacy,"641 Graham Rd, Cuyahoga Falls, OH 44221, USA","41.1610898,-81.48945049999999",OPERATIONAL,ChIJWYg25KMnMYgRgHfmgLhqkqE
CVS Pharmacy,"18855 N Market Pl Dr, Aurora, OH 44202, USA","41.3577849,-81.386659",OPERATIONAL,ChIJl6BDSn4ZMYgRAyJb9BKK6xk
CVS Pharmacy,"9302 Olde 8 Rd, Northfield, OH 44067, USA","41.31286720000001,-81.5384373",OPERATIONAL,ChIJnS95j0DgMIgRyXPWbUx7CMY
Cleveland Clinic - Family Health and Surgery Center Twinsburg,"8701 Darrow Rd, Twinsburg, OH 44087, USA","41.302322,-81.4383323",OPERATIONAL,ChIJdaciGkgfMYgRepW6jevcqlY
Walmart Pharmacy,"15050 Herrington Drive, Middlefield, OH 44062, USA","41.3449099,-81.3983578",OPERATIONAL,ChIJh-1kGNJzMYgReTrtoe6oxuo
CVS Pharmacy,"5783 Darrow Rd, Hudson, OH 44236, USA","41.2225359,-81.4397141",OPERATIONAL,ChIJG40DiLAhMYgRnMdcXQ2epBU
New Choice Pharmacy,"1900 23rd St, Cuyahoga Falls, OH 44223, USA","41.132008,-81.510701",OPERATIONAL,ChIJB_aYmP4nMYgRf3WGDWLMHpg
Walgreens Pharmacy,"16400 Chagrin Blvd, Shaker Heights, OH 44120, USA","41.4639431,-81.5666454",OPERATIONAL,ChIJp-4Ftdv8MIgRHRPxF5WswpQ
Walgreens Pharmacy,"12777 Rockside Rd, Garfield Heights, OH 44125, USA","41.401360499999996,-81.5955797",OPERATIONAL,ChIJUcuUAY_jMIgRmnrNsUkWk3k
Meijer Pharmacy,"4303 Kent Rd, Stow, OH 44224, USA","41.159130100000006,-81.4043228",OPERATIONAL,ChIJLbmtY-0lMYgRF34G-HycNA8
Costco Pharmacy,"6720 Bass Pro Dr, Hudson, OH 44236, USA","41.265441599999996,-81.5074453",OPERATIONAL,ChIJHa0x_HIgMYgRHhfY3cPP7-g
Giant Eagle Pharmacy,"34310 Aurora Rd, Solon, OH 44139, USA","41.3819211,-81.4366541",OPERATIONAL,ChIJKdGAIXMcMYgRStkxik8BPkk
CVS Pharmacy,"8282 Golden Link Blvd, Northfield, OH 44067, USA","41.3113685,-81.527757",OPERATIONAL,ChIJl6BDSn4ZMYgRGICdBlptAqY
Cleveland Clinic Bainbridge Internal Medicine,"17747 Chillicothe Rd Suite 204, Chagrin Falls, OH 44023, USA","41.3866065,-81.3384932",OPERATIONAL,ChIJYQ7B8oIQMYgR45SqhP_p7ZU
Lerman Rachael M,"13207 Ravenna Rd, Chardon, OH 44024, USA","41.508849999999995,-81.19018799999999",OPERATIONAL,ChIJt3TMlWYLMYgRVuIhZTNsw90
Walgreens Pharmacy,"3390 Elm Rd NE, Warren, OH 44483, USA","41.2651353,-80.7822078",OPERATIONAL,ChIJcfBMdKTfM4gR-OzkHcU48lM
Walmart Pharmacy,"2016 Millennium Blvd, Cortland, OH 44410, USA","41.274481400000006,-80.7725933",OPERATIONAL,ChIJY8cbuQbfM4gRVw_SiEFSWxg
Champion Discount Pharmacy,"4299 Mahoning Ave NW, Warren, OH 44483, USA","41.277643,-80.844087",OPERATIONAL,ChIJz7_fQq1hMYgRocfw05DZLyE
CarePoint Partners,"4135 Boardman-Canfield Rd, Canfield, OH 44406, USA","41.0237832,-80.7241576",OPERATIONAL,ChIJb8TiGH_8M4gRDsaHGCA8b8E
South Russell Family Medicine,"5192 Chillicothe Rd # 101, Chagrin Falls, OH 44022, USA","41.4323268,-81.3386818",OPERATIONAL,ChIJ9zcOZwAQMYgRNpS0lGzkIYM
CVS Pharmacy,"3933 Parkman Rd NW, Warren, OH 44481, USA","41.258457199999995,-80.86748539999999",OPERATIONAL,ChIJvSfjL-1gMYgR1aNTahZgedQ
Elite Pharmacy,"1 Memory Ln Suite 500, Garrettsville, OH 44231, USA","41.276485699999995,-81.087107",OPERATIONAL,ChIJgXDExz1qMYgRTLCnYMAr6N8
Walgreens Pharmacy,"600 S Mecca St, Cortland, OH 44410, USA","41.3201805,-80.7315836",OPERATIONAL,ChIJPQ1g_sXZM4gR1EvVXCU8pQ8
Giant Eagle Pharmacy,"2061 Elm Road, Plaza, Warren, OH 44483, USA","41.255323399999995,-80.7933869",OPERATIONAL,ChIJpboB65TfM4gRxq4yH2F_UTc
CVS Pharmacy,"620 E Market St, Warren, OH 44481, USA","41.2358851,-80.8100515",OPERATIONAL,ChIJVYgthv_fM4gRQJA_HyrQTiw
CVS Pharmacy,"5555 Youngstown Warren Rd, Niles, OH 44446, USA","41.2164992,-80.75327519999999",OPERATIONAL,ChIJ7ReiP5PgM4gRwrkbm9694SM
Giant Eagle Pharmacy,"4700 Belmont Ave, Youngstown, OH 44505, USA","41.1664805,-80.666851",OPERATIONAL,ChIJmVW8xVzmM4gR9rHOik6wJ0c
Walmart Pharmacy,"200 Goldie Rd, Youngstown, OH 44505, USA","41.1473517,-80.66165",OPERATIONAL,ChIJQRGtlHbmM4gRKKRJd354lls
Giant Eagle Pharmacy,"5220 Mahoning Ave, Youngstown, OH 44515, USA","41.1011066,-80.7569493",OPERATIONAL,ChIJQzEKIwXjM4gRt8cPly3YRwM
CVS Pharmacy,"1331 Youngstown Warren Rd, Niles, OH 44446, USA","41.205531199999996,-80.7396342",OPERATIONAL,ChIJf7_QGMHgM4gRwnj278PoGOc
Giant Eagle Pharmacy,"909 E Main St, Ravenna, OH 44266, USA","41.158839199999996,-81.2277873",OPERATIONAL,ChIJpTnr5RI5MYgR6q0wqCtppV0
Giant Eagle Pharmacy,"3130 Center Rd, Poland, OH 44514, USA","41.024349300000004,-80.5926184",OPERATIONAL,ChIJtwBeNlLwM4gRjubX7QbX03w
Giant Eagle Pharmacy,"2700 Mahoning Ave NW, Warren, OH 44483, USA","41.2603101,-80.83280760000001",OPERATIONAL,ChIJo21Rv0BgMYgRYzcy0qtwj54
THE TAMARKIN COMPANY,"2700 Mahoning Avenue, State Rd NW, Warren, OH 44483, USA","41.2834675,-80.8453179",OPERATIONAL,ChIJe0ZcRa5hMYgRTvYN48wB-nQ
Main Discount Drug,"8507 Main St, Kinsman, OH 44428, USA","41.4526724,-80.5824015",OPERATIONAL,ChIJ_bkBIYLOM4gRfzmUMGm1UH4
Troutman Drug Co,"501 Robbins Ave, Niles, OH 44446, USA","41.182383699999995,-80.7532623",OPERATIONAL,ChIJfZFuGBvhM4gRIHxsk1jDhkU
Giant Eagle Pharmacy,"48 Vienna Ave, Niles, OH 44446, USA","41.1842633,-80.75937359999999",OPERATIONAL,ChIJZaWrGwThM4gRBk846sz-DiU
Lincoln Knolls Pharmacy Inc,"819 McCartney Rd # 1, Youngstown, OH 44505, USA","41.0898244,-80.5831939",OPERATIONAL,ChIJgbKQ-lPuM4gRMrT19QitBM8
Brown's Drug Store,"5106 Southern Blvd, Boardman, OH 44512, USA","41.047267399999996,-80.6581732",OPERATIONAL,ChIJZQb608b6M4gRKFAdnT-ibEE
Giant Eagle Pharmacy,"351 Center St, Chardon, OH 44024, USA","41.5832986,-81.21823289999999",OPERATIONAL,ChIJV09pEngKMYgRRlwkikc4xLQ
The Hometown Pharmacy,"1135 W Western Reserve Rd, Youngstown, OH 44514, USA","40.9871744,-80.6723198",OPERATIONAL,ChIJcbc75yv6M4gR7vt7Y-jkLQY
Giant Eagle Pharmacy,"Maybrook Mall Shopping Center, 7229 Warren - Sharon Rd, Brookfield Township, OH 44403, USA","41.235617999999995,-80.55766299999999",OPERATIONAL,ChIJcyE1Bz3CM4gRtGd7ByUTDQw
Walmart Pharmacy,"6001 Mahoning Ave, Austintown, OH 44515, USA","41.097479299999996,-80.7739181",OPERATIONAL,ChIJGVu5ceXiM4gRYUl9R24bJCk
The Hometown Pharmacy,"655 Creed St # 3, Struthers, OH 44471, USA","41.0511534,-80.61516639999999",OPERATIONAL,ChIJHTmo-BjwM4gRru2dPUfGNms
CVS Pharmacy,"16801 Chillicothe Rd, Chagrin Falls, OH 44023, USA","41.4123143,-81.3376165",OPERATIONAL,ChIJ0f8OQJ4RMYgR5rdX4AGbLkc
CVS Pharmacy,"8519 Mayfield Rd, Chesterland, OH 44026, USA","41.5217147,-81.33730229999999",OPERATIONAL,ChIJr1n8V6gIMYgRDnLPv1Kst2M
Walgreens Pharmacy,"196 W Carleton Rd, Hillsdale, MI 49242, USA","41.928681,-84.642108",OPERATIONAL,ChIJ95ld_fNyPYgR4ydzIguFzTs
Kroger Pharmacy,"290 W Carleton Rd, Hillsdale, MI 49242, USA","41.9324344,-84.6433121",OPERATIONAL,ChIJLU2UavNyPYgRzVdXGqMoN3w
County Pharmacy 2,"233 W Carleton Rd, Hillsdale, MI 49242, USA","41.930801699999996,-84.6411196",OPERATIONAL,ChIJ86vyNDBzPYgRJqaC1Y9nSYA
Meijer Pharmacy,"3600 W Carleton Rd, Hillsdale, MI 49242, USA","41.9509614,-84.6619424",OPERATIONAL,ChIJHWbavfpzPYgRQ3U-3EHdXOU
COVID-19 Drive-Thru Testing at Walgreens,"196 W Carleton Rd, Hillsdale, MI 49242, USA","41.9287675,-84.6421084",OPERATIONAL,ChIJR9g2oOhzPYgRUrqns8CwSQg
Meijer Pharmacy,"217 US-223, Adrian, MI 49221, USA","41.876467999999996,-84.0349045",OPERATIONAL,ChIJ9wiN-g3xPIgR52S66CeqGj8
Hudson Pharmacy,"325 Railroad St, Hudson, MI 49247, USA","41.8554637,-84.3573739",OPERATIONAL,ChIJv8ORd6sGPYgRDLlnrS4OeFo
Walmart Pharmacy,"1601 US-223, Adrian, MI 49221, USA","41.8727589,-84.03108499999999",OPERATIONAL,ChIJKdBBwHHxPIgR2zbyqIJuj-E
Walgreens Pharmacy,"706 S Main St, Adrian, MI 49221, USA","41.8890647,-84.044057",OPERATIONAL,ChIJy0m6o6bxPIgRb5hIo-IyEV8
Adrian Medical Pharmacy,"142 E Maumee St, Adrian, MI 49221, USA","41.8981025,-84.0353464",OPERATIONAL,ChIJdV6UKd_xPIgRtRA-XhE54Io
CVS Pharmacy,"1003 N Main St, Adrian, MI 49221, USA","41.9077634,-84.0318564",OPERATIONAL,ChIJE8A6EOzxPIgRQeQzNHt9Pk4
Country Market Pharmacy #11,"1535 W Maumee St, Adrian, MI 49221, USA","41.9043609,-84.067343",OPERATIONAL,ChIJlygt0UnwPIgR1n1SbBYTLes
Adrian Drugs,"905 N Main St ste a1, Adrian, MI 49221, USA","41.9068541,-84.03214899999999",OPERATIONAL,ChIJ7wuW7cvxPIgRBsAM837YBb0
Mike's Pharmacy and Liquor Store,"213 W Main St Suite A, Morenci, MI 49256, USA","41.7192374,-84.21762849999999",OPERATIONAL,ChIJ3bFOrFxUPIgRHn2X4NGagok
Family Medical Center of Michigan,"1200 N Main St, Adrian, MI 49221, USA","41.9094713,-84.02878199999999",OPERATIONAL,ChIJUXCh6sTxPIgRUGfx9F-Gu2g
COVID-19 Drive-thru Testing at Walgreens,"706 S Main St, Adrian, MI 49221, USA","41.8889719,-84.0442485",OPERATIONAL,ChIJVVWVo6bxPIgRge64LewD4Ac
Temperance FMC Pharmacy,"8765 Lewis Ave, Temperance, MI 48182, USA","41.7753175,-83.5697395",OPERATIONAL,ChIJo30lFgB_O4gRIWc4SA0MZK0
Mercy Health - St. Anne Hospital,"3404 W Sylvania Ave, Toledo, OH 43623, USA","41.6935557,-83.6257808",OPERATIONAL,ChIJJ5UymRp_PIgR76VI3sD62ls
Walgreens Pharmacy,"5815 Secor Rd, Toledo, OH 43623, USA","41.7215199,-83.6248049",OPERATIONAL,ChIJqZP7j7d_PIgRNlHe4TwA_1I
Walgreens Pharmacy,"7420 Secor Rd, Lambertville, MI 48144, USA","41.7496505,-83.624939",OPERATIONAL,ChIJhxtHbnqAPIgRYjCB-NVK7XM
Meijer Pharmacy,"1500 E Alexis Rd, Toledo, OH 43612, USA","41.720870999999995,-83.5115399",OPERATIONAL,ChIJj1N5avSBO4gRF4q-d1xaKhQ
Kroger Pharmacy,"3462 W Sterns Rd, Lambertville, MI 48144, USA","41.7510045,-83.6283723",OPERATIONAL,ChIJUQM57nuAPIgRn74IRq4BXkY
CVS Pharmacy,"7510 W Sylvania Ave, Sylvania, OH 43560, USA","41.6890358,-83.7239814",OPERATIONAL,ChIJjW8otfR8PIgRWc1-nNwRW-I
CVS Pharmacy,"4121 Monroe St, Toledo, OH 43606, USA","41.6799827,-83.6041071",OPERATIONAL,ChIJy52630J_PIgRJdEaR-ZCzeM
Kroger Pharmacy,"7545 W Sylvania Ave, Sylvania, OH 43560, USA","41.6867063,-83.724339",OPERATIONAL,ChIJrYVQcIt8PIgRYiXRaiFQAqw
CVS Pharmacy,"5225 Monroe St, Toledo, OH 43623, USA","41.698933499999995,-83.65429309999999",OPERATIONAL,ChIJlXXje_N-PIgRyEKSB2S6Tvs
Kroger Pharmacy,"4925 Jackman Rd, Toledo, OH 43613, USA","41.7046151,-83.586629",OPERATIONAL,ChIJ-cil8n6AO4gRqWOLFXhPogI
Toledo Family Pharmacy,"1601 W Sylvania Ave, Toledo, OH 43612, USA","41.6921344,-83.5825534",OPERATIONAL,ChIJe_vuHoWAO4gR7tpjLgd6Ht0
Kroger Pharmacy,"6235 Monroe St, Sylvania, OH 43560, USA","41.714807,-83.6925977",OPERATIONAL,ChIJsSPJIs99PIgRD9252CWCDkg
Erie Drug,"4502 Lewis Ave, Toledo, OH 43612, USA","41.6999949,-83.5657775",OPERATIONAL,ChIJDXaM__WAO4gReP1fqshQ4ak
Kroger Pharmacy,"4533 Monroe St, Toledo, OH 43613, USA","41.6873035,-83.6214531",OPERATIONAL,ChIJP5fENBF_PIgRisP0XbXPrXc
Harness Health Pharmacy - St. Anne,"3404 W Sylvania Ave, Toledo, OH 43623, USA","41.6935557,-83.6257808",OPERATIONAL,ChIJ81w0mRp_PIgRihsuNA8KSII
Franklin Park Pharmacy,"4020 Secor Rd, Toledo, OH 43623, USA","41.6925066,-83.622838",OPERATIONAL,ChIJB--V76x_PIgRkxnBATjUUwQ
Kroger Pharmacy,"571 E Monroe St, Dundee, MI 48131, USA","41.953398799999995,-83.64196570000001",OPERATIONAL,ChIJ98ItKU6cPIgRkXM37daKRX0
Sylvania Rx Pharmacy,"6600 W Sylvania Ave Unit 1E, Sylvania, OH 43560, USA","41.690532,-83.7021613",OPERATIONAL,ChIJI3DbQuN9PIgRT5z9nU1RjMc
Walgreens Pharmacy,"100 Cabela Blvd E, Dundee, MI 48131, USA","41.961005899999996,-83.67807429999999",OPERATIONAL,ChIJ-9hsJfCbPIgRDHPIuuh1nGw
Progressive Wellness Pharmacy,"7640 W Sylvania Ave Suite C1, Sylvania, OH 43560, USA","41.689429,-83.7273704",OPERATIONAL,ChIJvUg2_XN9PIgRiuXOEftWUIQ
Sylvania Family Pharmacy,"5412 Monroe St, Toledo, OH 43623, USA","41.705503199999995,-83.6616477",OPERATIONAL,ChIJbfUuy5l_PIgRomMmToiiX-0
Walmart Pharmacy,"1355 S McCord Rd, Holland, OH 43528, USA","41.616668,-83.6991551",OPERATIONAL,ChIJtbdtukd6PIgRnC2CUi-Bkg0
Meijer Pharmacy,"1700 N Telegraph Rd, Monroe, MI 48162, USA","41.9444958,-83.4004028",OPERATIONAL,ChIJHT6_dmxvO4gRRvjKRup4t9E
Kroger Pharmacy,"4633 Suder Ave, Toledo, OH 43611, USA","41.705608399999996,-83.50065889999999",OPERATIONAL,ChIJ5w48YS-CO4gRCMi8Qf2FgeY
Walmart Pharmacy,"3721 Navarre Ave, Oregon, OH 43616, USA","41.6397534,-83.4593534",OPERATIONAL,ChIJrw7QAYyEO4gRjz8vY56o-as
Lindau Drug,"5645 Main St, Sylvania, OH 43560, USA","41.7163092,-83.7033962",OPERATIONAL,ChIJq6QFOLd9PIgRz2mA8PD_rWc
Walgreens Pharmacy,"484 S Telegraph Rd, Monroe, MI 48161, USA","41.9204011,-83.4170383",OPERATIONAL,ChIJJ6CPuIhvO4gRgrAzbatn0Z8
GoodNeighbors Family Pharmacy,"625 E Manhattan Blvd, Toledo, OH 43608, USA","41.6870307,-83.5309027",OPERATIONAL,ChIJ0SweHNOBO4gR6vnuQPPmkPQ
Crary Drug,"8941 Lewis Ave, Temperance, MI 48182, USA","41.778375499999996,-83.5690712",OPERATIONAL,ChIJ7c6nzTF_O4gR1h551ZXaaeo
Care Plus Pharmacy,"1210 W Sylvania Ave, Toledo, OH 43612, USA","41.6928061,-83.57019199999999",OPERATIONAL,ChIJ2Zuhk3aBO4gRFW7WnJFeszg
Kroger Pharmacy,"850 S Monroe St, Monroe, MI 48161, USA","41.9087368,-83.40601439999999",OPERATIONAL,ChIJ2R2ERetvO4gRvcTqmnhAGuE
Promed Discount Pharmacy,"4747 Suder Ave #105, Toledo, OH 43611, USA","41.7065145,-83.5001058",OPERATIONAL,ChIJBV3WYw2DO4gRX59gHMiX5pc
Walgreens Pharmacy,"32798 Walker Rd, Avon Lake, OH 44012, USA","41.4935873,-82.0202954",OPERATIONAL,ChIJXV8X3-ePMIgRRSDsM2s17Lc
CVS Pharmacy,"30791 Detroit Rd, Westlake, OH 44145, USA","41.460602,-81.96008359999999",OPERATIONAL,ChIJX6K_RvORMIgRth_C71KgUA8
CVS Pharmacy,"27713 Lorain Rd, North Olmsted, OH 44070, USA","41.412456899999995,-81.9289032",OPERATIONAL,ChIJfcGoeJOTMIgRwiAXbczwBvw
CVS Pharmacy,"36008 Detroit Rd, Avon, OH 44011, USA","41.4603264,-82.0204229",OPERATIONAL,ChIJ7b3fP2qQMIgRFlZ0n7nTTlI
Uh Tri-city Family Practice - North Ridgeville,"6115 Emerald St, North Ridgeville, OH 44039, USA","41.399861099999995,-81.9955482",OPERATIONAL,ChIJ-UUPodWWMIgR_Q7NOa01rss
Market District Pharmacy,"30275 Detroit Rd, Westlake, OH 44145, USA","41.461672,-81.95561699999999",OPERATIONAL,ChIJ446PWvSRMIgRtQFfbIcg4zc
Giant Eagle Pharmacy,"Giant Eagle Pharmacy #1216, 30275 Detroit Rd, Westlake, OH 44145, USA","41.4617772,-81.95569770000002",OPERATIONAL,ChIJq6qqB_WRMIgRnp-4pumLN2M
CVS Pharmacy,"35830 Detroit Rd, Avon, OH 44011, USA","41.4628434,-82.00978219999999",OPERATIONAL,ChIJ36P4KUKQMIgRUdWK7fVQSjI
Giant Eagle Pharmacy,"27264 Lorain Rd, North Olmsted, OH 44070, USA","41.4169737,-81.9261221",OPERATIONAL,ChIJz0Xz_ZWTMIgRXdSf9YHhkP8
CVS Pharmacy,"375 Lear Rd, Avon Lake, OH 44012, USA","41.494441099999996,-81.9861928",OPERATIONAL,ChIJJ7g7ejqOMIgRc7lOp8SxLxY
CVS Pharmacy,"625 Dover Center Rd, Bay Village, OH 44140, USA","41.477727099999996,-81.9207191",OPERATIONAL,ChIJq6qa44eNMIgRjeB7QoizPwU
Walmart Pharmacy,"35901 Chester Rd, Avon, OH 44011, USA","41.466537800000005,-82.0166771",OPERATIONAL,ChIJP0XWUj6QMIgR98_Zp-DNYdE
Ohliger Drug LTC,"27121 Center Ridge Rd, Westlake, OH 44145, USA","41.4493565,-81.9211931",OPERATIONAL,ChIJbU6SzFqSMIgRi2_-QeTSTZ0
Rej Avon Internal Medicine,"33100 Cleveland Clinic Blvd, Avon, OH 44011, USA","41.468939,-81.98188789999999",OPERATIONAL,ChIJNUa6i8SRMIgRlYmlMIQZ840
buy omega qd,"29217 Center Ridge Rd, Westlake, OH 44145, USA","41.432667099999996,-81.9428423",OPERATIONAL,ChIJ2V0_4dGTMIgRYKMrIHGyhm0
Giant Eagle Pharmacy,"34325 Center Ridge Rd, North Ridgeville, OH 44039, USA","41.3964718,-81.9975077",OPERATIONAL,ChIJnWaj-SmXMIgRXFQ49QxErjM
Costco Pharmacy,"35804 Detroit Rd, Avon, OH 44011, USA","41.460295599999995,-82.0120512",OPERATIONAL,ChIJSZghHbmRMIgR28N5PD94rzw
Walmart Pharmacy,"24801 Brookpark Rd, North Olmsted, OH 44070, USA","41.418368099999995,-81.8974432",OPERATIONAL,ChIJfcWneBKTMIgRm5zeN3YlQUM
Cleveland Clinic Pharmacy,"33100 Cleveland Clinic Blvd, Avon, OH 44011, USA","41.468349499999995,-81.98167509999999",OPERATIONAL,ChIJB86aVQKRMIgRom8L_6WG2eg
VA Pharmacy,"12016007, Cleveland, OH 44106, USA","41.513634,-81.6126505",OPERATIONAL,ChIJMQQ187v7MIgRFxdWrB7qKmA
CVS Pharmacy,"22001 Lakeshore Blvd, Euclid, OH 44123, USA","41.6092501,-81.5277639",OPERATIONAL,ChIJ_Z6kNlhVMIgR9cswiex0Bro
The Centers for Families and Children Pharmacy,"5209 Detroit Ave, Cleveland, OH 44102, USA","41.4851739,-81.7230015",OPERATIONAL,ChIJk3paM0bwMIgRN0KQ_aRtt4M
UH Bolwell Health Center Pharmacy,"11100 Euclid Ave Room 1259, Cleveland, OH 44106, USA","41.5061512,-81.60538439999999",OPERATIONAL,ChIJWT-P5Yj7MIgR20NUOvqJ3sk
Church Square Pharmacy,"7905 Euclid Ave, Cleveland, OH 44103, USA","41.504231600000004,-81.6328963",OPERATIONAL,ChIJx9kx8qT7MIgRPyi1gN60Sd8
MAC Pharmacy,"10414 St Clair Ave., Cleveland, OH 44108, USA","41.5372993,-81.6158875",OPERATIONAL,ChIJ2Wz0y9X5MIgRG7eIVsdg5jI
Walgreens Pharmacy,"14815 Madison Ave, Lakewood, OH 44107, USA","41.4768201,-81.8005087",OPERATIONAL,ChIJR3q_ynLyMIgRY-49fm2pr-I
Walgreens Pharmacy,"4071 Lee Rd, Cleveland, OH 44128, USA","41.44905,-81.5642958",OPERATIONAL,ChIJA2IXnyvjMIgR7DILC1BMpDs
Discount Drug Mart Pharmacy #5 Lakewood West,"15412 Detroit Ave, Lakewood, OH 44107, USA","41.4854084,-81.8041105",OPERATIONAL,ChIJnXPDNobzMIgRAij5WGf3gKg
Walgreens Pharmacy,"4265 State Rd, Cleveland, OH 44109, USA","41.4380648,-81.706728",OPERATIONAL,ChIJfYuJk5PvMIgR1Im4HAFExZo
tony's market pharmacy,"3114 Clark Ave, Cleveland, OH 44109, USA","41.470466699999996,-81.7036388",OPERATIONAL,ChIJv380onHxMIgRXa9uSmWO1zU
Health Center Pharmacy,"18101 Lorain Ave, Cleveland, OH 44111, USA","41.450065699999996,-81.8239207",OPERATIONAL,ChIJR-ha-5_tMIgRJWnVkWWBCiE
CVS Pharmacy,"3171 West Blvd, Cleveland, OH 44111, USA","41.4661847,-81.75399759999999",OPERATIONAL,ChIJmd5_dd_xMIgRtCbxzZ2TWr8
Lutheran Family Pharmacy,"1730 W 25th St, Cleveland, OH 44113, USA","41.4871005,-81.7074531",OPERATIONAL,ChIJRd4_lG7wMIgRYcQ9zrbKgnw
Cleveland Clinic Euclid Avenue Retail Pharmacy,"9211 Euclid Ave, Cleveland, OH 44106, USA","41.50373030000001,-81.6219915",OPERATIONAL,ChIJEcNL7h37MIgRsr41A9cBMcU
Walgreens Pharmacy,"6900 Rockside Rd, Independence, OH 44131, USA","41.3938446,-81.6419466",OPERATIONAL,ChIJe6pIJzTkMIgRMRPxFM_S1xY
CVS Pharmacy,"6005 SOM Ctr Rd, Willoughby, OH 44094, USA","41.6062661,-81.43929179999999",OPERATIONAL,ChIJDYg2WA-qMYgRisRFCM68UIg
Senior Pharmacy Services Ltd,"34099 Melinz Pkwy, Eastlake, OH 44095, USA","41.6389304,-81.4468679",OPERATIONAL,ChIJO7MC-zSqMYgRRI23QWhrRSE
Paragon Rx Llc,"34099 Melinz Pkwy Unit H, Eastlake, OH 44095, USA","41.6395948,-81.4467116",OPERATIONAL,ChIJAQBA5zSqMYgRf55W3DHX6lA
Walmart Pharmacy,"33752 Vine St, Eastlake, OH 44095, USA","41.6406366,-81.4469154",OPERATIONAL,ChIJDecam8yrMYgREgB6Y_ESFCY
Walgreens Pharmacy,"35279 Vine St, Willowick, OH 44095, USA","41.6430429,-81.4368328",OPERATIONAL,ChIJpwEzQdKrMYgR5KEQ0a9cplI
CVS Pharmacy,"36195 Euclid Ave, Willoughby, OH 44094, USA","41.6293125,-81.4298973",OPERATIONAL,ChIJ5YCtyCeqMYgRHe0q_MoBQK0
Giant Eagle Pharmacy,"36475 Euclid Ave, Willoughby, OH 44094, USA","41.6303768,-81.4277482",OPERATIONAL,ChIJN_Xt-oepMYgRho1UZXAEH6Q
CVS Pharmacy,"7301 Lakeshore Blvd, Mentor, OH 44060, USA","41.7009672,-81.3789786",OPERATIONAL,ChIJeTVRDhyvMYgRgMChjzNFmCU
Walgreens Pharmacy,"5881 SOM Ctr Rd, Willoughby, OH 44094, USA","41.608390899999996,-81.43920469999999",OPERATIONAL,ChIJSUhigQ-qMYgRahSKfXS4cbM
Meijer Pharmacy,"9200 Mentor Ave, Mentor, OH 44060, USA","41.6757798,-81.30876529999999",OPERATIONAL,ChIJV54sDoWlMYgR9zqxUxKw4TI
